"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
845850100,41,41208,412080013,"845-8501",1,0,"佐賀県","サガケン","小城市","オギシ","小城町","オギマチ",,,,,,"小城市役所　小城庁舎","オギシヤクシヨ　オギチヨウシヤ","小城町２５３－２１",
845001200,41,41208,412080014,"845-0012",0,0,"佐賀県","サガケン","小城市","オギシ","小城町池上","オギマチイケノウエ",,,,,,,,,
845851000,41,41208,412080014,"845-8510",1,0,"佐賀県","サガケン","小城市","オギシ","小城町池上","オギマチイケノウエ",,,,,,"竹下製菓　株式会社","タケシタセイカ　カブシキガイシヤ","小城町池上２５００",
845000300,41,41208,412080015,"845-0003",0,0,"佐賀県","サガケン","小城市","オギシ","小城町岩蔵","オギマチイワクラ",,,,,,,,,
845001300,41,41208,412080016,"845-0013",0,0,"佐賀県","サガケン","小城市","オギシ","小城町栗原","オギマチクリハラ",,,,,,,,,
845000200,41,41208,412080017,"845-0002",0,0,"佐賀県","サガケン","小城市","オギシ","小城町畑田","オギマチハタケダ",,,,,,,,,
845001400,41,41208,412080018,"845-0014",0,0,"佐賀県","サガケン","小城市","オギシ","小城町晴気","オギマチハルケ",,,,,,,,,
845000500,41,41208,412080019,"845-0005",0,0,"佐賀県","サガケン","小城市","オギシ","小城町東新町","オギマチヒガシシンマチ",,,,,,,,,
845001100,41,41208,412080020,"845-0011",0,0,"佐賀県","サガケン","小城市","オギシ","小城町船田","オギマチフナダ",,,,,,,,,
845000400,41,41208,412080021,"845-0004",0,0,"佐賀県","サガケン","小城市","オギシ","小城町松尾","オギマチマツオ",,,,,,,,,
845003500,41,41208,412080022,"845-0035",0,0,"佐賀県","サガケン","小城市","オギシ","三日月町石木","ミカツキチョウイシキ",,,,,,,,,
845002300,41,41208,412080023,"845-0023",0,0,"佐賀県","サガケン","小城市","オギシ","三日月町織島","ミカツキチョウオリシマ",,,,,,,,,
845003200,41,41208,412080024,"845-0032",0,0,"佐賀県","サガケン","小城市","オギシ","三日月町金田","ミカツキチョウカナダ",,,,,,,,,
845002200,41,41208,412080025,"845-0022",0,0,"佐賀県","サガケン","小城市","オギシ","三日月町久米","ミカツキチョウクメ",,,,,,,,,
845003400,41,41208,412080026,"845-0034",0,0,"佐賀県","サガケン","小城市","オギシ","三日月町甲柳原","ミカツキチョウコウヤナギハラ",,,,,,,,,
845002100,41,41208,412080027,"845-0021",0,0,"佐賀県","サガケン","小城市","オギシ","三日月町長神田","ミカツキチョウチョウカンダ",,,,,,,,,
845851100,41,41208,412080027,"845-8511",1,0,"佐賀県","サガケン","小城市","オギシ","三日月町長神田","ミカツキチョウチョウカンダ",,,,,,"小城市役所　三日月庁舎","オギシヤクシヨ　ミカヅキチヨウシヤ","三日月町長神田２３１２－２",
845003300,41,41208,412080028,"845-0033",0,0,"佐賀県","サガケン","小城市","オギシ","三日月町樋口","ミカツキチョウヒグチ",,,,,,,,,
845003100,41,41208,412080029,"845-0031",0,0,"佐賀県","サガケン","小城市","オギシ","三日月町堀江","ミカツキチョウホリエ",,,,,,,,,
845002500,41,41208,412080030,"845-0025",0,0,"佐賀県","サガケン","小城市","オギシ","三日月町三ケ島","ミカツキチョウミカシマ",,,,,,,,,
845002400,41,41208,412080031,"845-0024",0,0,"佐賀県","サガケン","小城市","オギシ","三日月町道辺","ミカツキチョウミチベ",,,,,,,,,
843030000,41,41209,412090000,"843-0300",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ",,"　","（該当なし）",,,,,,,,
843030400,41,41209,412090001,"843-0304",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","嬉野町岩屋川内","ウレシノマチイワヤガワチ",,,,,,,,,
843030100,41,41209,412090002,"843-0301",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","嬉野町下宿","ウレシノマチシモジュク",,,,,,,,,
843039300,41,41209,412090002,"843-0393",1,0,"佐賀県","サガケン","嬉野市","ウレシノシ","嬉野町下宿","ウレシノマチシモジュク",,,,,,"独立行政法人　国立病院機構　嬉野医療センター","ドクリツギヨウセイホウジン　コクリツビヨウインキコウ　ウレシノイリヨウセンタ－","嬉野町下宿丙２４３６",
843039400,41,41209,412090002,"843-0394",1,0,"佐賀県","サガケン","嬉野市","ウレシノシ","嬉野町下宿","ウレシノマチシモジュク",,,,,,"医療法人財団　友朋会","イリヨウホウジンザイダン　ユウホウカイ","嬉野町下宿乙１９１９番地",
843039200,41,41209,412090002,"843-0392",1,0,"佐賀県","サガケン","嬉野市","ウレシノシ","嬉野町下宿","ウレシノマチシモジュク",,,,,,"嬉野市役所　嬉野総合支所","ウレシノシヤクシヨ　ウレシノソウゴウシシヨ","嬉野町下宿乙１１８５",
843030200,41,41209,412090003,"843-0302",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","嬉野町下野","ウレシノマチシモノ",,,,,,,,,
843030500,41,41209,412090004,"843-0305",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","嬉野町不動山","ウレシノマチフドウヤマ",,,,,,,,,
843030300,41,41209,412090005,"843-0303",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","嬉野町吉田","ウレシノマチヨシダ",,,,,,,,,
849141600,41,41209,412090006,"849-1416",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","塩田町大草野乙","シオタチョウオオクサノオツ",,,,,,,,,
849141400,41,41209,412090007,"849-1414",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","塩田町大草野甲","シオタチョウオオクサノコウ",,,,,,,,,
849141500,41,41209,412090008,"849-1415",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","塩田町大草野丙","シオタチョウオオクサノヘイ",,,,,,,,,
849140200,41,41209,412090009,"849-1402",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","塩田町久間乙","シオタチョウクマオツ",,,,,,,,,
849140100,41,41209,412090010,"849-1401",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","塩田町久間甲","シオタチョウクマコウ",,,,,,,,,
849140400,41,41209,412090011,"849-1404",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","塩田町久間丁","シオタチョウクマテイ",,,,,,,,,
849140300,41,41209,412090012,"849-1403",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","塩田町久間丙","シオタチョウクマヘイ",,,,,,,,,
849142600,41,41209,412090013,"849-1426",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","塩田町五町田乙","シオタチョウゴチョウダオツ",,,,,,,,,
849142500,41,41209,412090014,"849-1425",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","塩田町五町田甲","シオタチョウゴチョウダコウ",,,,,,,,,
849142300,41,41209,412090015,"849-1423",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","塩田町谷所乙","シオタチョウタニドコロオツ",,,,,,,,,
849142200,41,41209,412090016,"849-1422",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","塩田町谷所甲","シオタチョウタニドコロコウ",,,,,,,,,
849142400,41,41209,412090017,"849-1424",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","塩田町谷所丙","シオタチョウタニドコロヘイ",,,,,,,,,
849141200,41,41209,412090018,"849-1412",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","塩田町馬場下乙","シオタチョウババシタオツ",,,,,,,,,
849141100,41,41209,412090019,"849-1411",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","塩田町馬場下甲","シオタチョウババシタコウ",,,,,,,,,
849149200,41,41209,412090019,"849-1492",1,0,"佐賀県","サガケン","嬉野市","ウレシノシ","塩田町馬場下甲","シオタチョウババシタコウ",,,,,,"嬉野市役所","ウレシノシヤクシヨ","塩田町馬場下甲１７６９",
849141300,41,41209,412090020,"849-1413",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","塩田町馬場下丙","シオタチョウババシタヘイ",,,,,,,,,
849142100,41,41209,412090021,"849-1421",0,0,"佐賀県","サガケン","嬉野市","ウレシノシ","塩田町真崎","シオタチョウマツサキ",,,,,,,,,
842000000,41,41210,412100000,"842-0000",0,0,"佐賀県","サガケン","神埼市","カンザキシ",,"　","（該当なし）",,,,,,,,
842001400,41,41210,412100001,"842-0014",0,0,"佐賀県","サガケン","神埼市","カンザキシ","神埼町姉川","カンザキマチアネガワ",,,,,,,,,
842012300,41,41210,412100002,"842-0123",0,0,"佐賀県","サガケン","神埼市","カンザキシ","神埼町的","カンザキマチイクワ",,,,,,,,,
842000600,41,41210,412100003,"842-0006",0,0,"佐賀県","サガケン","神埼市","カンザキシ","神埼町枝ケ里","カンザキマチエダガリ",,,,,,,,,
842001500,41,41210,412100004,"842-0015",0,0,"佐賀県","サガケン","神埼市","カンザキシ","神埼町尾崎","カンザキマチオサキ",,,,,,,,,
842858500,41,41210,412100004,"842-8585",1,0,"佐賀県","サガケン","神埼市","カンザキシ","神埼町尾崎","カンザキマチオサキ",,,,,,"西九州大学","ニシキユウシユウダイガク","神埼町尾崎４４９０－９",
842000100,41,41210,412100005,"842-0001",0,0,"佐賀県","サガケン","神埼市","カンザキシ","神埼町神埼","カンザキマチカンザキ",,,,,,,,,
842860100,41,41210,412100005,"842-8601",1,0,"佐賀県","サガケン","神埼市","カンザキシ","神埼町神埼","カンザキマチカンザキ",,,,,,"神埼市役所","カンザキシヤクシヨ","神埼町神埼４１０",
842012200,41,41210,412100006,"842-0122",0,0,"佐賀県","サガケン","神埼市","カンザキシ","神埼町城原","カンザキマチジョウバル",,,,,,,,,
842012100,41,41210,412100007,"842-0121",0,0,"佐賀県","サガケン","神埼市","カンザキシ","神埼町志波屋","カンザキマチシワヤ",,,,,,,,,
842001100,41,41210,412100008,"842-0011",0,0,"佐賀県","サガケン","神埼市","カンザキシ","神埼町竹","カンザキマチタケ",,,,,,,,,
842000200,41,41210,412100009,"842-0002",0,0,"佐賀県","サガケン","神埼市","カンザキシ","神埼町田道ケ里","カンザキマチタミチガリ",,,,,,,,,
842010700,41,41210,412100010,"842-0107",0,0,"佐賀県","サガケン","神埼市","カンザキシ","神埼町鶴","カンザキマチツル",,,,,"（１～２９９９番地）",,,,
842000700,41,41210,412100010,"842-0007",0,0,"佐賀県","サガケン","神埼市","カンザキシ","神埼町鶴","カンザキマチツル",,,,,"（３０００番地以降）",,,,
842000400,41,41210,412100011,"842-0004",0,0,"佐賀県","サガケン","神埼市","カンザキシ","神埼町永歌","カンザキマチナガウタ",,,,,,,,,
842000500,41,41210,412100012,"842-0005",0,0,"佐賀県","サガケン","神埼市","カンザキシ","神埼町西小津ケ里","カンザキマチニシオヅガリ",,,,,,,,,
842001300,41,41210,412100013,"842-0013",0,0,"佐賀県","サガケン","神埼市","カンザキシ","神埼町本告牟田","カンザキマチモトオリムタ",,,,,,,,,
842000300,41,41210,412100014,"842-0003",0,0,"佐賀県","サガケン","神埼市","カンザキシ","神埼町本堀","カンザキマチモトホリ",,,,,,,,,
842001200,41,41210,412100015,"842-0012",0,0,"佐賀県","サガケン","神埼市","カンザキシ","神埼町横武","カンザキマチヨコタケ",,,,,,,,,
842020300,41,41210,412100016,"842-0203",0,0,"佐賀県","サガケン","神埼市","カンザキシ","脊振町服巻","セフリマチハラマキ",,,,,,,,,
842029300,41,41210,412100016,"842-0293",1,0,"佐賀県","サガケン","神埼市","カンザキシ","脊振町服巻","セフリマチハラマキ",,,,,,"航空自衛隊　脊振山分屯基地","コウクウジエイタイ　セフリヤマブントンキチ","脊振町服巻１３５８",
842020100,41,41210,412100017,"842-0201",0,0,"佐賀県","サガケン","神埼市","カンザキシ","脊振町広滝","セフリマチヒロタキ",,,,,,,,,
842029200,41,41210,412100017,"842-0292",1,0,"佐賀県","サガケン","神埼市","カンザキシ","脊振町広滝","セフリマチヒロタキ",,,,,,"神埼市　脊振総合支所","カンザキシ　セフリソウゴウシシヨ","脊振町広滝５５８－２",
842020200,41,41210,412100018,"842-0202",0,0,"佐賀県","サガケン","神埼市","カンザキシ","脊振町鹿路","セフリマチロクロ",,,,,,,,,
842005200,41,41210,412100019,"842-0052",0,0,"佐賀県","サガケン","神埼市","カンザキシ","千代田町姉","チヨダチョウアネ",,,,,,,,,
842005400,41,41210,412100020,"842-0054",0,0,"佐賀県","サガケン","神埼市","カンザキシ","千代田町餘江","チヨダチョウアマリエ",,,,,,,,,
842006700,41,41210,412100021,"842-0067",0,0,"佐賀県","サガケン","神埼市","カンザキシ","千代田町嘉納","チヨダチョウカノウ",,,,,,,,,
842005100,41,41210,412100022,"842-0051",0,0,"佐賀県","サガケン","神埼市","カンザキシ","千代田町黒井","チヨダチョウクロイ",,,,,,,,,
842005600,41,41210,412100023,"842-0056",0,0,"佐賀県","サガケン","神埼市","カンザキシ","千代田町境原","チヨダチョウサカイバル",,,,,,,,,
842006500,41,41210,412100024,"842-0065",0,0,"佐賀県","サガケン","神埼市","カンザキシ","千代田町崎村","チヨダチョウサキムラ",,,,,,,,,
842006800,41,41210,412100025,"842-0068",0,0,"佐賀県","サガケン","神埼市","カンザキシ","千代田町下板","チヨダチョウシモイタ",,,,,,,,,
842005500,41,41210,412100026,"842-0055",0,0,"佐賀県","サガケン","神埼市","カンザキシ","千代田町下西","チヨダチョウシモサイ",,,,,,,,,
842006100,41,41210,412100027,"842-0061",0,0,"佐賀県","サガケン","神埼市","カンザキシ","千代田町詫田","チヨダチョウタクタ",,,,,,,,,
842005300,41,41210,412100028,"842-0053",0,0,"佐賀県","サガケン","神埼市","カンザキシ","千代田町直鳥","チヨダチョウナオトリ",,,,,,,,,
842850200,41,41210,412100028,"842-8502",1,0,"佐賀県","サガケン","神埼市","カンザキシ","千代田町直鳥","チヨダチョウナオトリ",,,,,,"神埼市　千代田総合支所","カンザキシ　チヨダソウゴウシシヨ","千代田町直鳥１６６－１",
842006300,41,41210,412100029,"842-0063",0,0,"佐賀県","サガケン","神埼市","カンザキシ","千代田町迎島","チヨダチョウムカイシマ",,,,,,,,,
842006200,41,41210,412100030,"842-0062",0,0,"佐賀県","サガケン","神埼市","カンザキシ","千代田町柳島","チヨダチョウヤナギシマ",,,,,,,,,
842006600,41,41210,412100031,"842-0066",0,0,"佐賀県","サガケン","神埼市","カンザキシ","千代田町用作","チヨダチョウヨウサク",,,,,,,,,
842006400,41,41210,412100032,"842-0064",0,0,"佐賀県","サガケン","神埼市","カンザキシ","千代田町渡瀬","チヨダチョウワタゼ",,,,,,,,,
842000001,41,41327,413270000,"842-0000",0,0,"佐賀県","サガケン","神埼郡吉野ヶ里町","カンザキグンヨシノガリチョウ",,"　","（該当なし）",,,,,,,,
842010200,41,41327,413270001,"842-0102",0,0,"佐賀県","サガケン","神埼郡吉野ヶ里町","カンザキグンヨシノガリチョウ","石動","イシナリ",,,,,,,,,
842010300,41,41327,413270002,"842-0103",0,0,"佐賀県","サガケン","神埼郡吉野ヶ里町","カンザキグンヨシノガリチョウ","大曲","オオマガリ",,,,,,,,,
842019700,41,41327,413270002,"842-0197",1,0,"佐賀県","サガケン","神埼郡吉野ヶ里町","カンザキグンヨシノガリチョウ","大曲","オオマガリ",,,,,,"大塚製薬　株式会社　佐賀工場","オオツカセイヤク　カブシキガイシヤ　サガコウジヨウ","大曲東山５００６－５",
842019500,41,41327,413270002,"842-0195",1,0,"佐賀県","サガケン","神埼郡吉野ヶ里町","カンザキグンヨシノガリチョウ","大曲","オオマガリ",,,,,,"大塚製薬　株式会社　佐賀栄養製品研究所","オオツカセイヤク　カブシキガイシヤ　サガエイヨウセイヒンケンキユウシヨ","大曲５００６－５",
842003500,41,41327,413270003,"842-0035",0,0,"佐賀県","サガケン","神埼郡吉野ヶ里町","カンザキグンヨシノガリチョウ","田手","タデ",,,,,,,,,
842003200,41,41327,413270004,"842-0032",0,0,"佐賀県","サガケン","神埼郡吉野ヶ里町","カンザキグンヨシノガリチョウ","立野","タテノ",,,,,,,,,
842003400,41,41327,413270005,"842-0034",0,0,"佐賀県","サガケン","神埼郡吉野ヶ里町","カンザキグンヨシノガリチョウ","箱川","ハコガワ",,,,,,,,,
842010100,41,41327,413270006,"842-0101",0,0,"佐賀県","サガケン","神埼郡吉野ヶ里町","カンザキグンヨシノガリチョウ","松隈","マツグマ",,,,,,,,,
842003300,41,41327,413270007,"842-0033",0,0,"佐賀県","サガケン","神埼郡吉野ヶ里町","カンザキグンヨシノガリチョウ","豆田","マメダ",,,,,,,,,
842010400,41,41327,413270008,"842-0104",0,0,"佐賀県","サガケン","神埼郡吉野ヶ里町","カンザキグンヨシノガリチョウ","三津","ミツ",,,,,,,,,
842019300,41,41327,413270008,"842-0193",1,0,"佐賀県","サガケン","神埼郡吉野ヶ里町","カンザキグンヨシノガリチョウ","三津","ミツ",,,,,,"吉野ヶ里町役場　東脊振庁舎","ヨシノガリチヨウヤクバ　ヒガシセフリチヨウシヤ","三津７７７",
842019200,41,41327,413270008,"842-0192",1,0,"佐賀県","サガケン","神埼郡吉野ヶ里町","カンザキグンヨシノガリチョウ","三津","ミツ",,,,,,"独立行政法人　国立病院機構　肥前精神医療センター","ドクリツギヨウセイホウジン　コクリツビヨウインキコウ　ヒゼンセイシンイリヨウセンタ－","三津１６０",
842003100,41,41327,413270009,"842-0031",0,0,"佐賀県","サガケン","神埼郡吉野ヶ里町","カンザキグンヨシノガリチョウ","吉田","ヨシダ",,,,,,,,,
842850100,41,41327,413270009,"842-8501",1,0,"佐賀県","サガケン","神埼郡吉野ヶ里町","カンザキグンヨシノガリチョウ","吉田","ヨシダ",,,,,,"吉野ヶ里町役場","ヨシノガリチヨウヤクバ","吉田３２１－２",
841020000,41,41341,413410000,"841-0200",0,0,"佐賀県","サガケン","三養基郡基山町","ミヤキグンキヤマチョウ",,"　","（該当なし）",,,,,,,,
841020500,41,41341,413410001,"841-0205",0,0,"佐賀県","サガケン","三養基郡基山町","ミヤキグンキヤマチョウ","けやき台","ケヤキダイ",,,,,,,,,
841020100,41,41341,413410002,"841-0201",0,0,"佐賀県","サガケン","三養基郡基山町","ミヤキグンキヤマチョウ","小倉","コクラ",,,,,,,,,
841020300,41,41341,413410003,"841-0203",0,0,"佐賀県","サガケン","三養基郡基山町","ミヤキグンキヤマチョウ","園部","ソノベ",,,,,,,,,
841020200,41,41341,413410004,"841-0202",0,0,"佐賀県","サガケン","三養基郡基山町","ミヤキグンキヤマチョウ","長野","ナガノ",,,,,,,,,
841020400,41,41341,413410005,"841-0204",0,0,"佐賀県","サガケン","三養基郡基山町","ミヤキグンキヤマチョウ","宮浦","ミヤウラ",,,,,,,,,
849010000,41,41345,413450000,"849-0100",0,0,"佐賀県","サガケン","三養基郡上峰町","ミヤキグンカミミネチョウ",,"　","（該当なし）",,,,,,,,
849012100,41,41345,413450001,"849-0121",0,0,"佐賀県","サガケン","三養基郡上峰町","ミヤキグンカミミネチョウ","江迎","エムカイ",,,,,,,,,
849012400,41,41345,413450002,"849-0124",0,0,"佐賀県","サガケン","三養基郡上峰町","ミヤキグンカミミネチョウ","堤","ツツミ",,,,,,,,,
849012300,41,41345,413450003,"849-0123",0,0,"佐賀県","サガケン","三養基郡上峰町","ミヤキグンカミミネチョウ","坊所","ボウジョ",,,,,,,,,
849012200,41,41345,413450004,"849-0122",0,0,"佐賀県","サガケン","三養基郡上峰町","ミヤキグンカミミネチョウ","前牟田","マエムタ",,,,,,,,,
849010001,41,41346,413460000,"849-0100",0,0,"佐賀県","サガケン","三養基郡みやき町","ミヤキグンミヤキチョウ",,"　","（該当なし）",,,,,,,,
840110600,41,41346,413460001,"840-1106",0,0,"佐賀県","サガケン","三養基郡みやき町","ミヤキグンミヤキチョウ","市武","イチタケ",,,,,,,,,
840119200,41,41346,413460001,"840-1192",1,0,"佐賀県","サガケン","三養基郡みやき町","ミヤキグンミヤキチョウ","市武","イチタケ",,,,,,"みやき町役場　三根庁舎","ミヤキチヨウヤクバ　ミネチヨウシヤ","市武１３８１",
849011200,41,41346,413460002,"849-0112",0,0,"佐賀県","サガケン","三養基郡みやき町","ミヤキグンミヤキチョウ","江口","エグチ",,,,,,,,,
840110300,41,41346,413460003,"840-1103",0,0,"佐賀県","サガケン","三養基郡みやき町","ミヤキグンミヤキチョウ","坂口","サカグチ",,,,,,,,,
849011100,41,41346,413460004,"849-0111",0,0,"佐賀県","サガケン","三養基郡みやき町","ミヤキグンミヤキチョウ","白壁","シラカベ",,,,,,,,,
840110200,41,41346,413460005,"840-1102",0,0,"佐賀県","サガケン","三養基郡みやき町","ミヤキグンミヤキチョウ","天建寺","テンケンジ",,,,,,,,,
849011400,41,41346,413460006,"849-0114",0,0,"佐賀県","サガケン","三養基郡みやき町","ミヤキグンミヤキチョウ","中津隈","ナカツクマ",,,,,,,,,
840110100,41,41346,413460007,"840-1101",0,0,"佐賀県","サガケン","三養基郡みやき町","ミヤキグンミヤキチョウ","西島","ニシジマ",,,,,,,,,
849010100,41,41346,413460008,"849-0101",0,0,"佐賀県","サガケン","三養基郡みやき町","ミヤキグンミヤキチョウ","原古賀","ハルコガ",,,,,,,,,
849011300,41,41346,413460009,"849-0113",0,0,"佐賀県","サガケン","三養基郡みやき町","ミヤキグンミヤキチョウ","東尾","ヒガシオ",,,,,,,,,
840110400,41,41346,413460010,"840-1104",0,0,"佐賀県","サガケン","三養基郡みやき町","ミヤキグンミヤキチョウ","東津","ヒガシツ",,,,,,,,,
849010200,41,41346,413460011,"849-0102",0,0,"佐賀県","サガケン","三養基郡みやき町","ミヤキグンミヤキチョウ","簑原","ミノバル",,,,,,,,,
840110500,41,41346,413460012,"840-1105",0,0,"佐賀県","サガケン","三養基郡みやき町","ミヤキグンミヤキチョウ","寄人","ヨリウト",,,,,,,,,
847140000,41,41387,413870000,"847-1400",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ",,"　","（該当なし）",,,,,,,,
847140300,41,41387,413870001,"847-1403",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","有浦上","アリウラカミ",,,,,,,,,
847140200,41,41387,413870002,"847-1402",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","有浦下","アリウラシモ",,,,,,,,,
847142300,41,41387,413870003,"847-1423",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","石田","イシダ",,,,,,,,,
847144100,41,41387,413870004,"847-1441",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","今村","イマムラ",,,,,,,,,
847143400,41,41387,413870005,"847-1434",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","大薗","オオゾノ",,,,,,,,,
847141300,41,41387,413870006,"847-1413",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","大鳥","オオトリ",,,,,,,,,
847144300,41,41387,413870007,"847-1443",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","仮立","カリダチ",,,,,,,,,
847143500,41,41387,413870008,"847-1435",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","仮屋","カリヤ",,,,,,,,,
847140100,41,41387,413870009,"847-1401",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","小加倉","コガクラ",,,,,,,,,
847142400,41,41387,413870010,"847-1424",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","栄","サカエ",,,,,,,,,
847144500,41,41387,413870011,"847-1445",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","下宮","シモミヤ",,,,,,,,,
847142200,41,41387,413870012,"847-1422",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","新田","シンデン",,,,,,,,,
847141500,41,41387,413870013,"847-1415",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","座川内","ソソロガワチ",,,,,,,,,
847141200,41,41387,413870014,"847-1412",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","田代","タシロ",,,,,,,,,
847144200,41,41387,413870015,"847-1442",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","値賀川内","チカガワチ",,,,,,,,,
847141100,41,41387,413870016,"847-1411",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","轟木","トドロキ",,,,,,,,,
847140400,41,41387,413870017,"847-1404",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","長倉","ナガクラ",,,,,,,,,
847144400,41,41387,413870018,"847-1444",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","中通","ナカドオリ",,,,,,,,,
847142500,41,41387,413870019,"847-1425",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","花の木","ハナノキ",,,,,,,,,
847143300,41,41387,413870020,"847-1433",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","浜野浦","ハマノウラ",,,,,,,,,
847143200,41,41387,413870021,"847-1432",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","平尾","ヒラオ",,,,,,,,,
847143100,41,41387,413870022,"847-1431",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","普恩寺","フオンジ",,,,,,,,,
847140500,41,41387,413870023,"847-1405",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","藤平","フジヒラ",,,,,,,,,
847144600,41,41387,413870024,"847-1446",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","外津","ホカワヅ",,,,,,,,,
847141600,41,41387,413870025,"847-1416",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","牟形","ムカタ",,,,,,,,,
847142100,41,41387,413870026,"847-1421",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","諸浦","モロウラ",,,,,,,,,
847141400,41,41387,413870027,"847-1414",0,0,"佐賀県","サガケン","東松浦郡玄海町","ヒガシマツウラグンゲンカイチョウ","湯野尾","ユノオ",,,,,,,,,
844000000,41,41401,414010000,"844-0000",0,0,"佐賀県","サガケン","西松浦郡有田町","ニシマツウラグンアリタチョウ",,"　","（該当なし）",,,,,,,,
844000600,41,41401,414010001,"844-0006",0,0,"佐賀県","サガケン","西松浦郡有田町","ニシマツウラグンアリタチョウ","赤絵町","アカエマチ",,,,,,,,,
844002400,41,41401,414010002,"844-0024",0,0,"佐賀県","サガケン","西松浦郡有田町","ニシマツウラグンアリタチョウ","赤坂","アカサカ",,,,,,,,,
844000100,41,41401,414010003,"844-0001",0,0,"佐賀県","サガケン","西松浦郡有田町","ニシマツウラグンアリタチョウ","泉山","イズミヤマ",,,,,,,,,
844001100,41,41401,414010004,"844-0011",0,0,"佐賀県","サガケン","西松浦郡有田町","ニシマツウラグンアリタチョウ","岩谷川内","イワタニガワチ",,,,,,,,,
844002100,41,41401,414010005,"844-0021",0,0,"佐賀県","サガケン","西松浦郡有田町","ニシマツウラグンアリタチョウ","応法","オウボウ",,,,,,,,,
849415400,41,41401,414010006,"849-4154",0,0,"佐賀県","サガケン","西松浦郡有田町","ニシマツウラグンアリタチョウ","大木宿","オオギシュク",,,,,,,,,
